0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
-0.449594,-0.656183,0.841738,-0.178419,-0.535007,0.795006,-0.290814,-0.545941,0.750472,-0.548058,-0.463489,0.862508,-0.772951,-0.5625,0.813373,-0.0467337,-0.518536,0.679871,0.0854583,-0.220824,0.868287,-0.0797108,0.0266615,0.863295,0.0919542,-0.0501525,0.656431,0.0322963,-0.0500717,0.601242,-0.0200149,0.346461,0.730632,0.0456417,0.742991,0.594792,0.171003,-0.0501446,0.613654,0.0718737,0.362771,0.727535,0.11167,0.819929,0.657075,-5,-5,0,-0.436011,-0.683619,0.832589,-5,-5,0,-0.284265,-0.689155,0.866309,-0.132506,0.89712,0.673414,-0.0798171,0.913647,0.689655,0.157864,0.853053,0.666727,-0.178699,0.781476,0.609375,-0.158943,0.770532,0.498172,-0.00714916,0.78718,0.134684,0
0.243994,-0.0911739,0.867565,0.184972,0.349031,0.645557,-0.226484,0.365637,0.394293,-0.419591,0.694303,0.350535,-0.503205,-0.0576398,0.431739,0.629629,0.309897,0.677586,0.806062,0.839227,0.650385,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,0.0673662,-0.202502,0.775612,0.327591,-0.213797,0.842681,-0.226308,-0.169182,0.839403,0.445653,-0.213579,0.58957,-0.453224,-0.174858,0.0658921,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,0
0.0170548,-0.203106,0.79324,-0.0263094,0.342092,0.572736,-0.320456,0.32572,0.4497,-0.462143,0.947183,0.446572,-0.509235,0.331311,0.392234,0.282116,0.363863,0.392289,0.405549,0.99078,0.197097,0.438091,0.494593,0.477633,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-0.0628526,-0.32302,0.856071,0.0897593,-0.323098,0.915175,-0.197019,-0.273869,0.72511,0.173172,-0.273727,0.627918,-0.436745,-0.38297,0.0701319,-0.436827,-0.372165,0.0732957,-5,-5,0,-0.0627358,0.336701,0.050874,-5,-5,0,-5,-5,0,0
-0.0338171,-0.371428,0.884705,-0.0461258,-0.0223759,0.730335,-0.204946,-0.0332547,0.517574,-0.270171,0.0703413,0.264858,-0.315051,-0.0223179,0.546434,0.12084,-0.0115326,0.713784,0.149299,0.430503,0.29272,0.194097,0.71979,0.312096,-0.0216964,0.730644,0.419175,-0.140005,0.725314,0.426989,-5,-5,0,-5,-5,0,0.100454,0.725269,0.383576,-5,-5,0,-5,-5,0,-0.0828215,-0.453692,0.878443,0.0312289,-0.42088,0.855591,-0.168141,-0.420741,0.870713,0.0842061,-0.366349,0.790664,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,0
0.0460202,-0.795296,0.931481,-0.205451,-0.619289,0.828001,-0.437652,-0.608162,0.717712,-0.805293,-0.398726,0.841126,-0.505037,-0.166522,0.840656,0.0360695,-0.625339,0.738941,0.365091,-0.483677,0.828645,0.665008,-0.619612,0.881507,-0.20536,-0.0246592,0.609615,-0.350635,-0.0245671,0.571817,-0.283231,0.383531,0.665313,-0.273746,0.870489,0.69577,-0.0511766,-0.0247009,0.565988,-0.118243,0.383453,0.690875,-0.0509408,0.836793,0.720665,-0.0311951,-0.834881,0.909504,0.0557269,-0.840389,0.813915,-0.243961,-0.812313,0.849561,-5,-5,0,0.210178,0.882014,0.741955,0.200582,0.870571,0.712514,-0.0508494,0.881958,0.42287,-0.0315601,0.96105,0.706859,-0.108601,0.966863,0.656454,-0.350508,0.904569,0.611624,0
0.0405258,-0.428857,0.881048,-0.110335,-0.322819,0.845553,-0.303406,-0.32286,0.783033,-0.637989,-0.311508,0.927964,-0.504102,-0.127318,0.932332,0.0822865,-0.317178,0.800408,0.299727,-0.322766,0.801866,0.509543,-0.37871,0.852088,-0.25274,0.0515726,0.702591,-0.370109,0.0514436,0.708959,-0.36141,0.397888,0.772617,-0.28619,0.727628,0.768276,-0.152026,0.0516769,0.664617,-0.168911,0.397782,0.789288,-0.160796,0.727476,0.830535,-0.0100502,-0.45125,0.87507,0.0737728,-0.446014,0.884427,-0.118792,-0.434524,0.881069,-5,-5,0,-0.152046,0.844876,0.667171,-0.093441,0.822547,0.645863,-0.16941,0.755508,0.627947,-0.219281,0.84468,0.63874,-0.286168,0.833726,0.586202,-0.269408,0.760896,0.639653,0
0.0271562,-0.278363,0.866617,0.0130475,0.141084,0.674544,-0.327215,0.113954,0.531893,-0.440643,0.898456,0.608365,-0.402801,0.375557,0.702235,0.353134,0.152087,0.537157,0.376877,0.942044,0.534012,0.376627,0.44076,0.631358,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-0.0392377,-0.365727,0.900544,0.107383,-0.360312,0.86902,-0.138133,-0.322282,0.833263,0.18789,-0.311271,0.865961,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,0
0.0164766,-0.244082,0.844164,-0.000857532,0.0664352,0.676214,-0.26463,0.0883739,0.536643,-0.431365,0.894607,0.691083,-0.309886,0.682243,0.698245,0.273496,0.0556984,0.529838,0.492295,0.785658,0.487663,0.39853,0.709344,0.674894,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-0.0425999,-0.358237,0.855787,0.0756054,-0.352881,0.814614,-0.122171,-0.358222,0.85287,0.151929,-0.363569,0.874115,0.0135567,-0.23311,0.0513816,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,0
-0.245331,-0.440641,0.896391,-0.270236,0.0957428,0.664496,-0.764405,0.218391,0.500297,-5,-5,0,-5,-5,0,0.232288,0.000482678,0.630407,0.768396,0.000627637,0.774481,0.734974,-0.452137,0.716438,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-0.379061,-0.524492,0.862172,-0.0940244,-0.502265,0.870146,-0.563628,-0.446565,0.891116,0.106351,-0.418538,0.873391,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-0.430044,-0.53538,0.0770952,0
-0.0447285,-0.369603,0.815282,-0.040897,-0.190367,0.681792,-0.30725,-0.195843,0.529387,-0.763952,0.152045,0.651313,-0.467117,0.548741,0.357983,0.22182,-0.179424,0.508189,0.628974,0.200868,0.614464,0.328391,0.581366,0.39798,-0.0827658,0.989061,0.169387,-0.257769,0.929215,0.150379,-5,-5,0,-5,-5,0,0.0809928,0.989071,0.137805,-5,-5,0,-5,-5,0,-0.120831,-0.489078,0.811716,0.0314364,-0.478305,0.776737,-0.215843,-0.559906,0.470867,0.141852,-0.565227,0.605645,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,0
-0.228022,-0.446331,0.843297,-0.239311,-0.0300943,0.720922,-0.622306,-0.035704,0.500012,-0.616569,0.462823,0.797832,-0.507944,0.0849384,0.679045,0.166344,-0.0191685,0.66954,0.223417,0.468372,0.752445,0.114582,0.873513,0.531733,-0.285123,0.961172,0.204621,-0.491003,0.95001,0.162855,-5,-5,0,-5,-5,0,-0.0624304,0.961076,0.195651,-5,-5,0,-5,-5,0,-0.319597,-0.539455,0.881024,-0.11408,-0.533865,0.900655,-0.439668,-0.512194,0.829232,0.000414848,-0.490105,0.852457,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-0.341722,-0.545191,0.0523836,0
0.0131719,-0.451999,0.83095,-0.00859022,-0.0430863,0.621967,-0.320839,-0.0702798,0.390585,-0.854256,0.371001,0.734848,-0.476998,0.768953,0.711814,0.29935,-0.0157492,0.455282,0.858951,0.414627,0.726503,0.455523,0.812465,0.692049,-0.0258479,0.992417,0.123408,-0.199418,0.992403,0.0796769,-5,-5,0,-5,-5,0,0.130334,0.9924,0.100349,-5,-5,0,-5,-5,0,-0.0736063,-0.566131,0.821574,0.0910544,-0.560856,0.851376,-0.173348,-0.533358,0.660614,0.173633,-0.49543,0.767972,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,0
0.0960127,-0.709797,0.85774,0.0703268,-0.5731,0.864764,-0.19697,-0.551275,0.797267,-0.542024,-0.382099,0.843644,-0.291976,-0.196601,0.858547,0.3377,-0.584097,0.851185,0.690902,-0.403801,0.89154,0.475106,-0.190837,0.891164,0.0786563,-0.0271677,0.625371,-0.0766948,-0.0269699,0.619572,-0.0590636,0.38268,0.763974,-0.00734377,0.770516,0.802813,0.259602,-0.0379115,0.599885,0.311588,0.415255,0.773408,0.354772,0.775996,0.71675,0.0441689,-0.753442,0.866009,0.147988,-0.753338,0.881246,-0.067808,-0.74262,0.799435,0.216563,-0.748,0.539292,0.328941,0.928674,0.72419,0.39788,0.907043,0.714485,0.346359,0.808427,0.566354,0.0183458,0.923299,0.682109,-0.0588465,0.901508,0.651909,0.018599,0.786673,0.599935,0
-0.0358723,-0.752028,0.926188,-0.0470625,-0.611568,0.896251,-0.413414,-0.600286,0.795346,-0.872728,-0.420616,0.841699,-0.574115,-0.229449,0.847791,0.308493,-0.622621,0.825822,0.778212,-0.437154,0.893401,0.446338,-0.21261,0.843853,-0.0465968,-0.0665407,0.645364,-0.27594,-0.0554131,0.58775,-0.218876,0.371682,0.777294,-0.195581,0.770389,0.695361,0.170811,-0.0721447,0.600848,0.239744,0.405261,0.813202,0.331016,0.770621,0.781337,-0.126897,-0.796903,0.905182,0.0446873,-0.796749,0.921109,-0.24184,-0.791216,0.799402,0.136383,-0.791411,0.62944,0.273959,0.938999,0.668742,0.365814,0.922238,0.629146,0.331553,0.7818,0.575766,-0.127341,0.939031,0.62706,-0.218853,0.916562,0.549215,-0.127363,0.781612,0.594881,0
0.134823,-0.287747,0.795226,0.404363,-0.0413724,0.405639,0.260641,-0.170208,0.127582,-0.117188,0.362158,0.101085,-0.468335,0.591619,0.224717,0.530311,0.0931283,0.348153,-0.378216,0.322673,0.610537,-0.540022,-0.439205,0.572886,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,0.00867116,-0.394365,0.844,0.269599,-0.411152,0.850124,-0.144244,-0.394341,0.241952,0.548295,-0.450388,0.864847,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-0.0452474,-0.400158,0.0623512,0
-0.0307741,-0.505684,0.870263,-0.0088349,-0.267505,0.769447,-0.429888,-0.256299,0.642219,-0.570045,0.247649,0.752502,-0.629115,0.701982,0.778626,0.419361,-0.273202,0.632393,0.589074,0.219869,0.774661,0.677389,0.696483,0.757978,0.0355451,0.707705,0.545779,-0.20105,0.713187,0.516874,-5,-5,0,-5,-5,0,0.278916,0.707684,0.501578,-5,-5,0,-5,-5,0,-0.104916,-0.577968,0.877157,0.050305,-0.583166,0.882057,-0.200887,-0.577936,0.871854,0.175795,-0.605511,0.793631,-0.495974,0.829317,0.0501033,-5,-5,0,-5,-5,0,-0.525742,0.840367,0.102186,-0.503493,0.829368,0.123737,-5,-5,0,0
0.039239,-0.453369,0.87309,0.0232027,-0.175434,0.334104,-0.224194,-0.153683,0.312316,-0.513895,-0.235229,0.365082,-0.387346,-0.507834,0.307949,0.281323,-0.148206,0.236361,0.502628,-0.589684,0.0526956,0.518294,-0.578633,0.056819,0.0760148,0.990808,0.0933912,-0.129378,0.990782,0.0861768,-5,-5,0,-0.387529,-0.507787,0.0800599,0.281445,0.990767,0.0816072,-5,-5,0,0.497495,-0.595072,0.0800202,-0.0135357,-0.54631,0.893168,0.149633,-0.535066,0.869046,-0.124221,-0.496994,0.814012,0.244452,-0.475194,0.397832,0.413318,-0.900285,0.0577172,0.423537,-0.900381,0.0527587,0.539454,-0.600627,0.106786,0.418398,-0.92738,0.0501136,-5,-5,0,0.576291,-0.633256,0.0557205,0
0.184838,-0.67104,0.882274,-0.10327,-0.348982,0.731389,-0.45498,-0.370949,0.68739,-0.614934,0.109845,0.801908,-0.774882,0.470871,0.828499,0.240752,-0.326899,0.694546,0.688336,-0.0156592,0.828129,0.848402,-0.409109,0.810824,-0.23911,0.46539,0.594665,-0.455109,0.459816,0.538189,-0.519291,0.995473,0.286925,-5,-5,0,-0.0233217,0.47087,0.581235,-0.0473025,0.995455,0.485861,-5,-5,0,0.0887722,-0.720677,0.881936,0.216603,-0.720707,0.879963,-0.143234,-0.709653,0.727996,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-0.830798,0.623696,0.0801985,-0.782939,0.607491,0.0819645,-5,-5,0,0
-0.152561,-0.408737,0.858524,-0.134969,-0.234455,0.748609,-0.400887,-0.196177,0.616655,-0.553344,0.168942,0.691644,-0.418128,0.506698,0.764438,0.135187,-0.283245,0.563372,0.557865,0.0383251,0.680104,0.34004,-0.277723,0.776907,-0.0347909,0.757498,0.395506,-0.187389,0.768513,0.365027,-5,-5,0,-5,-5,0,0.135159,0.757499,0.35895,-5,-5,0,-5,-5,0,-0.22224,-0.495555,0.851881,-0.113407,-0.517655,0.863513,-0.291932,-0.468533,0.847386,-0.0390742,-0.55049,0.878595,-5,-5,0,-5,-5,0,0.0436311,0.801148,0.0724068,-5,-5,0,-5,-5,0,-5,-5,0,0
-0.237062,-0.419825,0.839491,-0.19722,0.0282428,0.689975,-0.69528,0.0993346,0.534605,-0.764157,0.842402,0.58261,-5,-5,0,0.295402,-0.0589826,0.434615,0.799406,0.110196,0.541333,0.707819,-0.605594,0.573592,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-0.340219,-0.496496,0.933152,-0.139758,-0.53989,0.87261,-0.466398,-0.414394,0.877415,0.0263155,-0.501742,0.850168,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-0.380168,-0.502078,0.0720146,0
0.0833384,-0.507171,0.849892,0.30833,-0.234508,0.733337,0.0906858,-0.14195,0.656893,0.00352311,0.310265,0.755791,-0.145375,0.582816,0.760533,0.518872,-0.327164,0.48052,0.885474,-0.223687,0.663645,0.754832,-0.632497,0.809476,0.359204,0.806257,0.381578,0.232039,0.817091,0.340641,-5,-5,0,-5,-5,0,0.489923,0.806258,0.321948,-5,-5,0,-5,-5,0,0.0869969,-0.583078,0.114558,0.11242,-0.588661,0.921817,-5,-5,0,0.232175,-0.583495,0.938599,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,0
-0.088232,-0.0992821,0.812971,0.00248182,0.30944,0.504357,0.66687,-0.153891,0.0614685,0.703123,-0.459165,0.0803794,-0.636188,0.701806,0.38242,0.365585,0.282022,0.379744,0.699536,-0.459403,0.0785308,0.579641,0.287464,0.467041,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-0.200641,-0.230158,0.84205,-0.000977695,-0.279338,0.921663,-0.291332,-0.197806,0.829816,0.140441,-0.284697,0.809675,0.372725,-0.453542,0.0661713,0.372822,-0.426472,0.0689214,0.558057,-0.372177,0.0776239,0.372708,-0.453551,0.0792052,0.372709,-0.448222,0.0563853,-0.226086,-0.236185,0.0663594,0
0.455078,-0.656011,0.894371,0.177492,-0.534839,0.789881,0.0393118,-0.507554,0.674873,-0.0800745,-0.220949,0.868027,0.0850893,0.00473964,0.829595,0.296505,-0.540638,0.765127,0.553718,-0.458001,0.853885,0.785054,-0.567961,0.802372,-0.0929113,-0.0337622,0.609113,-0.158845,-0.0391588,0.582411,-0.0337704,0.351907,0.750124,-0.112651,0.809056,0.657642,-0.0270976,-0.0337076,0.56365,0.0192521,0.351838,0.709052,-0.013635,0.775955,0.544675,0.441746,-0.678278,0.875935,-5,-5,0,0.289965,-0.683841,0.865148,-5,-5,0,0.190722,0.786954,0.55665,0.177662,0.775891,0.512376,-0.00702411,0.798023,0.0973553,0.131543,0.897083,0.595546,0.0786067,0.913469,0.563013,-0.159028,0.842149,0.648197,0
-0.235149,-0.0912054,0.859697,-0.17631,0.348985,0.606068,-0.621028,0.309849,0.676617,-0.814065,0.856028,0.669972,0.504218,-0.0745225,0.0998806,0.23539,0.376844,0.271044,0.369591,0.710983,0.0779527,0.3025,0.621866,0.10783,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,0.504097,-0.0911868,0.0536536,-0.31035,-0.213765,0.82784,-0.0503236,-0.20256,0.780582,-0.436601,-0.202525,0.679123,0.218351,-0.169196,0.78618,0.487227,-0.180425,0.105433,0.495462,-0.174726,0.100446,-5,-5,0,0.495539,-0.180409,0.137176,0.478759,-0.185895,0.117142,-5,-5,0,0
-0.0155472,-0.202947,0.812535,0.0207564,0.353027,0.576327,-0.287758,0.369267,0.356413,-0.396642,0.990875,0.144161,-0.432936,0.456531,0.533521,0.318351,0.34206,0.462122,0.481698,0.941651,0.473196,0.499831,0.331239,0.471462,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-0.0881279,-0.323099,0.915502,0.0679501,-0.322894,0.853864,-0.175215,-0.279282,0.706042,0.198598,-0.273675,0.752065,0.452708,-0.404713,0.050008,0.63779,-0.192073,0.0536257,-5,-5,0,-5,-5,0,-5,-5,0,-0.113554,-0.328668,0.0701278,0
0.0273125,-0.371444,0.903715,0.0598265,-0.0166879,0.67826,-0.11139,-0.000601172,0.669414,-0.144043,0.506953,0.345879,-0.176602,0.681574,0.127248,0.226804,-0.0169382,0.431043,0.271547,0.0813478,0.198334,0.320279,-0.00604451,0.635398,0.0515913,0.763246,0.216274,-0.0745973,0.757901,0.223189,-5,-5,0,-5,-5,0,0.1859,0.752358,0.203048,-5,-5,0,-5,-5,0,-0.0339544,-0.420834,0.869589,0.0884023,-0.453545,0.907969,-0.0746569,-0.36591,0.822582,0.161721,-0.431566,0.822848,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,-5,-5,0,0
-0.0415705,-0.800597,0.931453,0.200999,-0.613946,0.845461,-0.0316293,-0.619518,0.817523,-0.369902,-0.489186,0.812867,-0.66054,-0.625198,0.821213,0.451954,-0.608203,0.729245,0.819208,-0.404302,0.833407,0.510598,-0.177589,0.799138,0.210193,-0.030212,0.626444,0.0749396,-0.0303527,0.571249,0.123572,0.38901,0.657096,0.0748115,0.83648,0.711193,0.345822,-0.0245788,0.588775,0.287547,0.411616,0.654327,0.287917,0.870493,0.697266,-0.0701594,-0.834935,0.796287,0.0267297,-0.834887,0.893968,-5,-5,0,0.248863,-0.817797,0.812412,0.0463351,0.944143,0.76049,0.123284,0.961133,0.71457,0.364891,0.910268,0.650967,-0.195569,0.881898,0.741862,-0.186008,0.870631,0.678348,0.0944221,0.881999,0.52576,0
-0.0351764,-0.428974,0.885081,0.115611,-0.311676,0.912285,-0.0768095,-0.305855,0.805799,-0.277873,-0.317311,0.796084,-0.503689,-0.36758,0.860144,0.316605,-0.333896,0.769161,0.643108,-0.311405,0.925472,0.501051,-0.121497,0.87128,0.249977,0.0627692,0.689304,0.14899,0.0738066,0.644167,0.174429,0.397921,0.801301,0.166238,0.721892,0.8441,0.37534,0.0572233,0.692365,0.36682,0.403415,0.799946,0.299925,0.722068,0.848924,-0.0766833,-0.451254,0.873257,0.0232555,-0.451276,0.876198,-5,-5,0,0.124268,-0.434516,0.870029,0.22432,0.844818,0.662174,0.283277,0.839214,0.654214,0.299965,0.755474,0.638428,0.14087,0.844737,0.728135,0.0985779,0.822611,0.685143,0.182681,0.749774,0.604018,0
